temporary;|||2|||206|||118|||1
str.length;|||2|||207|||122|||1
x*x;|||2|||220|||104|||1
y*y;|||1|||220|||107|||1
z*z;|||1|||220|||110|||1
br;|||2|||225|||117|||1
st;|||6|||225|||120|||1
a[0]=0;|||1|||229|||85|||1
a[1]=0;|||1|||229|||86|||1
b;|||33|||233|||83|||1
0;|||227|||233|||98|||1
tmp;|||13|||236|||62|||1
null;|||4|||238|||101|||1
hen[s]=0;|||1|||252|||46|||1
count;|||7|||256|||100|||1
triangles;|||1|||256|||103|||1
data1;|||1|||256|||114|||1
data2;|||1|||256|||117|||1
temp3;|||4|||256|||129|||1
arg[i]=max*max==min*min+mid*mid;|||1|||259|||83|||1
a;|||38|||267|||83|||1
c;|||54|||275|||90|||1
str1;|||1|||288|||86|||1
0;|||267|||288|||102|||1
longestP=longest*longest;|||1|||289|||84|||1
other1P=other1*other1;|||1|||289|||86|||1
other2P=other2*other2;|||1|||289|||88|||1
!=|||1|||5|||70|||2
!=|||2|||22|||144|||2
!=|||3|||38|||90|||2
!=|||5|||46|||24|||2
!=|||6|||71|||74|||2
!=|||7|||71|||84|||2
!=|||8|||72|||36|||2
!=|||9|||73|||49|||2
!=|||10|||74|||83|||2
!=|||11|||78|||42|||2
!=|||12|||87|||57|||2
!=|||13|||97|||22|||2
!=|||14|||101|||32|||2
!=|||15|||105|||75|||2
!=|||16|||105|||79|||2
c!=|||1|||105|||82|||2
!=|||17|||109|||169|||2
!=|||18|||120|||55|||2
!=|||19|||121|||64|||2
!=|||20|||121|||68|||2
c!=|||2|||121|||71|||2
!=|||22|||138|||54|||2
!=|||23|||140|||44|||2
!=|||24|||144|||28|||2
!=|||25|||152|||37|||2
!=|||26|||153|||20|||2
!=|||27|||155|||92|||2
!=|||28|||155|||104|||2
!=|||30|||163|||94|||2
!=|||32|||167|||53|||2
line.length()!=|||1|||167|||56|||2
!=|||33|||193|||34|||2
!=|||34|||206|||127|||2
!=|||35|||215|||21|||2
!=|||36|||220|||68|||2
!=|||37|||228|||104|||2
!=|||38|||237|||30|||2
!=|||39|||249|||88|||2
!=|||40|||249|||102|||2
!=|||42|||259|||39|||2
!=|||43|||281|||23|||2
!=|||44|||288|||104|||2
=|||9|||2|||22|||3
=|||24|||4|||19|||3
=|||40|||6|||23|||3
=|||75|||10|||35|||3
=|||78|||11|||22|||3
=|||112|||16|||23|||3
=|||128|||21|||30|||3
=|||155|||24|||19|||3
=|||164|||25|||23|||3
=|||172|||26|||21|||3
=|||181|||27|||26|||3
=|||182|||27|||30|||3
=|||183|||27|||34|||3
=|||205|||30|||32|||3
=|||212|||31|||35|||3
=|||226|||33|||32|||3
=|||231|||34|||31|||3
=|||241|||35|||24|||3
=|||245|||36|||15|||3
=|||276|||41|||31|||3
=|||277|||41|||36|||3
=|||311|||44|||34|||3
=|||322|||45|||31|||3
=|||324|||45|||40|||3
=|||374|||50|||22|||3
=|||390|||53|||25|||3
=|||410|||55|||29|||3
=|||411|||55|||36|||3
=|||429|||57|||28|||3
=|||468|||59|||20|||3
=|||469|||59|||25|||3
=|||470|||59|||30|||3
=|||477|||60|||28|||3
=|||490|||62|||26|||3
=|||513|||64|||25|||3
=|||525|||68|||31|||3
=|||539|||69|||36|||3
=|||545|||70|||22|||3
=|||563|||73|||36|||3
=|||573|||74|||20|||3
=|||581|||75|||30|||3
=|||607|||80|||36|||3
=|||656|||86|||22|||3
=|||663|||87|||20|||3
=|||690|||92|||31|||3
=|||718|||95|||36|||3
=|||730|||96|||26|||3
=|||739|||97|||26|||3
=|||743|||98|||28|||3
=|||745|||98|||45|||3
=|||767|||101|||40|||3
=|||774|||104|||22|||3
=|||800|||107|||36|||3
=|||806|||108|||27|||3
=|||819|||109|||35|||3
=|||843|||111|||38|||3
=|||863|||115|||28|||3
=|||870|||116|||29|||3
=|||925|||123|||35|||3
=|||926|||123|||40|||3
=|||943|||124|||32|||3
=|||981|||128|||23|||3
=|||1021|||133|||22|||3
=|||1041|||135|||25|||3
=|||1063|||138|||28|||3
=|||1073|||139|||13|||3
=|||1082|||140|||26|||3
=|||1083|||140|||31|||3
=|||1120|||143|||23|||3
=|||1130|||146|||22|||3
=|||1137|||147|||34|||3
=|||1145|||149|||34|||3
=|||1197|||157|||22|||3
=|||1217|||159|||38|||3
=|||1235|||161|||20|||3
=|||1273|||166|||23|||3
=|||1315|||171|||18|||3
=|||1323|||172|||43|||3
=|||1327|||173|||16|||3
=|||1345|||175|||25|||3
=|||1356|||177|||26|||3
=|||1376|||180|||25|||3
=|||1377|||180|||31|||3
=|||1378|||180|||37|||3
=|||1385|||181|||21|||3
=|||1401|||184|||21|||3
=|||1402|||184|||26|||3
=|||1406|||185|||26|||3
=|||1436|||187|||34|||3
=|||1469|||192|||20|||3
=|||1471|||192|||29|||3
=|||1506|||195|||31|||3
=|||1529|||196|||23|||3
=|||1536|||197|||33|||3
=|||1546|||198|||24|||3
=|||1566|||200|||25|||3
=|||1617|||205|||21|||3
=|||1618|||205|||26|||3
=|||1619|||205|||31|||3
=|||1626|||206|||33|||3
=|||1709|||215|||25|||3
=|||1762|||223|||31|||3
=|||1783|||226|||27|||3
=|||1788|||227|||23|||3
=|||1799|||228|||39|||3
=|||1813|||232|||16|||3
=|||1814|||232|||21|||3
=|||1823|||233|||23|||3
=|||1834|||234|||31|||3
=|||1850|||236|||32|||3
=|||1897|||244|||23|||3
=|||1909|||246|||22|||3
=|||1911|||246|||31|||3
=|||1919|||248|||32|||3
=|||1934|||250|||19|||3
=|||1942|||253|||30|||3
=|||1947|||254|||28|||3
=|||1977|||257|||30|||3
=|||1997|||261|||33|||3
=|||2010|||262|||23|||3
=|||2011|||262|||28|||3
=|||2012|||262|||33|||3
=|||2041|||266|||20|||3
=|||2049|||267|||13|||3
=|||2065|||268|||30|||3
=|||2071|||269|||35|||3
=|||2090|||272|||15|||3
=|||2156|||279|||28|||3
=|||2161|||280|||51|||3
=|||2166|||281|||28|||3
=|||2182|||283|||32|||3
=|||2193|||285|||18|||3
=|||2209|||287|||31|||3
=|||2214|||288|||12|||3
=|||2237|||290|||41|||3
=|||2241|||291|||27|||3
=|||2242|||291|||34|||3
=|||2261|||293|||30|||3
int[]|||1|||1|||71|||4
String[]|||4|||15|||56|||4
Integer[]|||1|||15|||61|||4
String[]|||5|||15|||86|||4
Integer[]|||2|||15|||105|||4
sort(int[][]|||1|||17|||47|||4
[]|||1|||17|||50|||4
int[][]|||3|||22|||69|||4
int[][]|||4|||22|||92|||4
int[][]|||5|||22|||107|||4
String[]|||8|||22|||122|||4
String[]|||9|||23|||60|||4
String[][]|||1|||58|||81|||4
int[]|||23|||58|||86|||4
int[]|||24|||58|||91|||4
int[]|||25|||58|||96|||4
int[]|||29|||73|||64|||4
int[]|||33|||84|||63|||4
String[]|||25|||84|||71|||4
int[]|||35|||95|||76|||4
int[]|||37|||109|||61|||4
int[]|||38|||109|||112|||4
String[]|||34|||109|||114|||4
String[]|||37|||113|||55|||4
int[]|||39|||113|||60|||4
array[]|||2|||120|||153|||4
int[]|||56|||159|||99|||4
String[]|||51|||159|||116|||4
int[]|||57|||159|||121|||4
String[]|||52|||164|||55|||4
Integer[]|||3|||164|||60|||4
String[]|||53|||164|||115|||4
Integer[]|||4|||164|||134|||4
String[]|||54|||167|||59|||4
int[]|||59|||169|||67|||4
Integer[]|||5|||186|||62|||4
int[]|||74|||195|||80|||4
num[]|||3|||204|||63|||4
int[]|||83|||206|||72|||4
int[]|||84|||206|||76|||4
int[]|||86|||207|||115|||4
int[]|||87|||207|||123|||4
String[]|||70|||221|||87|||4
String[]|||75|||234|||58|||4
int[]|||92|||235|||59|||4
Triangle[]|||2|||256|||102|||4
i,int[][]|||1|||258|||31|||4
String[]|||88|||263|||55|||4
int[]|||106|||263|||59|||4
int[]|||107|||263|||96|||4
int[]|||108|||263|||100|||4
String[]|||94|||286|||54|||4
x,y,z;|||1|||0|||20|||5
a,b,c,x;|||1|||2|||26|||5
line;|||1|||5|||23|||5
c;|||3|||9|||22|||5
i,a,b,c;|||1|||14|||20|||5
INF=1<<28;|||1|||18|||22|||5
EPS=1e-9;|||1|||18|||26|||5
3;|||1|||22|||22|||5
0;|||12|||22|||29|||5
0;|||16|||24|||29|||5
0;|||18|||26|||27|||5
i;|||2|||30|||14|||5
c;|||5|||32|||28|||5
true;|||9|||42|||25|||5
n--;|||2|||46|||28|||5
1;|||4|||51|||24|||5
0;|||54|||56|||28|||5
a;|||9|||58|||16|||5
temp;|||4|||58|||31|||5
x;|||4|||82|||20|||5
i,a,b,c;|||2|||83|||24|||5
0;|||82|||94|||29|||5
n;|||23|||101|||23|||5
A,B,C;|||1|||105|||28|||5
";|||1|||109|||23|||5
A,B,C;|||2|||121|||20|||5
c;|||30|||136|||21|||5
3;|||29|||142|||12|||5
0;|||134|||142|||19|||5
1;|||11|||142|||26|||5
2;|||6|||142|||33|||5
max_lines_number=0;|||1|||151|||21|||5
box;|||1|||156|||31|||5
result;|||3|||157|||26|||5
flg;|||1|||162|||23|||5
side3;|||1|||175|||31|||5
a=0,b=0,c=0;|||1|||178|||19|||5
0;|||167|||185|||19|||5
";|||2|||197|||24|||5
1.0e-08;|||1|||218|||18|||5
0;|||213|||220|||24|||5
0;|||217|||222|||20|||5
tmp;|||10|||227|||27|||5
0;|||225|||232|||27|||5
0;|||226|||233|||28|||5
i,j,l;|||1|||254|||32|||5
first=true;|||1|||259|||24|||5
a,b,c;|||5|||265|||23|||5
1000;|||2|||266|||28|||5
c;|||52|||273|||24|||5
c;|||53|||275|||28|||5
false;|||32|||276|||23|||5
false;|||33|||276|||30|||5
a,b,c;|||7|||278|||32|||5
c;|||55|||280|||28|||5
sideC;|||1|||285|||28|||5
0;|||263|||285|||32|||5
(nums[0]|||1|||10|||57|||6
if(data[0]+data[1]|||1|||16|||46|||6
System.out.println(list[0]|||1|||21|||37|||6
list[1]|||1|||21|||41|||6
list[1]|||2|||21|||43|||6
list[2]|||1|||21|||45|||6
y[i]*y[i]|||1|||27|||65|||6
if(data[2]|||1|||28|||46|||6
data[2]|||1|||28|||48|||6
data[1]|||1|||28|||50|||6
(a[0]|||1|||31|||49|||6
a[1]|||2|||31|||53|||6
a[1]==a[2]|||1|||31|||55|||6
len[1]*len[1]|||1|||33|||51|||6
num[1]*num[1]|||1|||35|||50|||6
(inputNumList[0]|||1|||69|||50|||6
inputNumList[1]|||2|||69|||54|||6
inputNumList[1]|||3|||69|||56|||6
if(side[0]*side[0]|||1|||70|||44|||6
System.out.println((a[0]|||1|||87|||60|||6
a[0]|||3|||87|||62|||6
a[1]|||3|||87|||64|||6
a[2]|||2|||87|||68|||6
a[1]|||5|||87|||72|||6
]|||3|||101|||60|||6
]|||5|||101|||68|||6
]|||6|||101|||72|||6
]|||7|||101|||76|||6
]|||8|||101|||80|||6
a[1]*a[1]|||1|||111|||58|||6
if(a[0]|||1|||115|||45|||6
len[1]*len[1]|||2|||116|||42|||6
side[i][0]|||1|||133|||51|||6
side[i][0]|||4|||133|||68|||6
System.out.println((l[0]*l[0]+l[1]*l[1]-l[2]*l[2]|||1|||135|||41|||6
if(numSet[2]*numSet[2]|||1|||137|||64|||6
if(a[0]+a[1]|||1|||139|||49|||6
if(len[0]|||1|||140|||59|||6
sides[0]|||3|||146|||46|||6
sides[1]|||4|||146|||50|||6
sides[1]|||5|||146|||52|||6
sides[2]|||4|||146|||54|||6
ary[0]|||1|||149|||42|||6
ary[1]|||1|||149|||46|||6
ary[1]|||2|||149|||48|||6
ary[2]|||1|||149|||50|||6
inputs[0]|||1|||157|||57|||6
inputs[1]|||1|||157|||59|||6
inputs[2]|||1|||157|||61|||6
(a[j]|||1|||159|||68|||6
if(a[2]*a[2]|||1|||166|||33|||6
if(data[2]*data[2]|||1|||171|||42|||6
(side[0]|||1|||172|||62|||6
side[1]|||8|||172|||66|||6
side[1]|||9|||172|||68|||6
side[2]|||6|||172|||70|||6
(data[j]|||1|||173|||71|||6
if(a[b][1]|||1|||185|||56|||6
if(tri[i]|||2|||192|||76|||6
if(a[i][0]|||1|||196|||47|||6
a[i][1]|||1|||196|||51|||6
a[i][1]|||2|||196|||53|||6
a[i][2]|||1|||196|||55|||6
((i[2]|||1|||200|||54|||6
(i[1]|||1|||200|||58|||6
(i[0]|||1|||200|||62|||6
(dataSet[0]|||1|||203|||63|||6
if(a[i]*a[i]|||1|||205|||52|||6
((line[2]|||1|||207|||38|||6
((line[0]|||1|||207|||42|||6
(line[1]|||1|||207|||46|||6
System.out.println(a[0]|||1|||237|||55|||6
a[1]|||10|||237|||59|||6
a[1]|||11|||237|||61|||6
a[2]|||9|||237|||63|||6
a[1]*a[1]|||2|||244|||28|||6
x[0]|||5|||250|||45|||6
x[1]|||5|||250|||47|||6
if(d[2]|||1|||253|||46|||6
d[2]|||1|||253|||48|||6
d[0]|||1|||253|||50|||6
d[1]|||1|||253|||54|||6
lengths[0]|||3|||255|||55|||6
lengths[1]|||2|||255|||59|||6
lengths[1]|||3|||255|||61|||6
lengths[2]|||2|||255|||63|||6
if(a[i]|||1|||262|||64|||6
b[i]|||5|||262|||68|||6
b[i]|||6|||262|||70|||6
c[i]|||5|||262|||72|||6
ia[1]*ia[1]|||1|||268|||45|||6
if((hen[0]|||1|||279|||50|||6
if(side[0]|||1|||281|||45|||6
side[1]|||12|||281|||51|||6
side[2]|||10|||281|||57|||6
side[0]|||10|||281|||59|||6
(x[0]|||1|||287|||47|||6
(x[1]|||1|||287|||51|||6
(x[2]|||1|||287|||55|||6
a[i][2]=kb.nextInt();|||1|||0|||25|||7
in.readLine();|||1|||1|||39|||7
sc.nextInt();|||4|||2|||43|||7
sc.nextInt();|||6|||4|||42|||7
sc.nextInt();|||14|||9|||40|||7
sc.close();|||1|||9|||48|||7
sc.nextInt();|||18|||12|||41|||7
sc.nextInt();|||22|||13|||36|||7
sc.nextInt();|||25|||14|||30|||7
ArrayList<String>();|||1|||15|||42|||7
t[i][j]=sc.nextInt();|||1|||17|||29|||7
n=sc.nextInt();|||2|||18|||32|||7
input.readLine();|||1|||19|||28|||7
e1.printStackTrace();|||1|||19|||34|||7
sc.nextInt();|||30|||24|||45|||7
sc.nextInt();|||32|||26|||34|||7
scan.nextInt();|||12|||27|||53|||7
stdin.nextInt();|||2|||30|||53|||7
input.nextInt();|||1|||32|||44|||7
input.nextInt();|||2|||32|||73|||7
s.nextInt();|||2|||33|||46|||7
ArrayList<String>();|||3|||34|||33|||7
sc.nextInt();|||40|||35|||45|||7
scan.nextInt();|||14|||39|||35|||7
StringBuilder();|||2|||41|||33|||7
in.nextInt();|||4|||42|||47|||7
sc.nextInt();|||50|||46|||40|||7
scan.nextInt();|||18|||51|||41|||7
StringBuilder();|||3|||55|||31|||7
scanner.nextInt();|||8|||56|||49|||7
sc.nextInt();|||60|||62|||51|||7
in.nextInt();|||10|||63|||50|||7
T[j]=scanner.nextInt();|||1|||66|||24|||7
a[j][l]=scan.nextInt();|||1|||67|||22|||7
scanner.nextInt();|||12|||71|||42|||7
scan.nextInt();|||23|||72|||33|||7
sc.nextInt();|||67|||74|||55|||7
ArrayList<Integer>();|||5|||75|||32|||7
ArrayList<Integer>();|||6|||80|||38|||7
in.nextInt();|||12|||81|||46|||7
sc.nextInt();|||72|||82|||34|||7
stdIn.nextInt();|||7|||88|||33|||7
scan.nextInt();|||28|||91|||45|||7
ArrayList<>();|||2|||94|||49|||7
scan.nextInt();|||32|||96|||45|||7
Vector<Integer>();|||1|||98|||47|||7
sc.nextInt();|||81|||99|||39|||7
c=input.nextInt();|||1|||102|||36|||7
sc.nextInt();|||85|||103|||43|||7
read();|||1|||105|||35|||7
sc.nextInt();|||93|||105|||60|||7
sc.nextInt();|||98|||108|||51|||7
ArrayList<String[]>();|||1|||109|||37|||7
sc.nextInt();|||100|||111|||52|||7
scanner.nextInt();|||14|||115|||38|||7
sc.nextInt();|||105|||121|||37|||7
solve();|||3|||121|||55|||7
tri.execute();|||1|||125|||31|||7
stdIn.nextInt();|||9|||133|||47|||7
ArrayList<String>();|||7|||138|||30|||7
br.readLine();|||27|||138|||45|||7
ArrayList<String>();|||8|||141|||38|||7
i[d]=sc.nextInt();|||1|||143|||31|||7
c=input.nextInt();|||2|||145|||23|||7
b=s.nextInt();|||1|||148|||20|||7
c=s.nextInt();|||1|||148|||26|||7
br.readLine();|||34|||152|||34|||7
sc.nextInt();|||120|||153|||34|||7
stdIn.nextInt();|||13|||156|||46|||7
readInts();|||1|||159|||39|||7
scanner.nextInt();|||21|||161|||46|||7
sc.nextInt();|||124|||162|||40|||7
ArrayList<String>();|||9|||164|||41|||7
sc.nextInt();|||128|||165|||32|||7
s.nextByte();|||1|||166|||31|||7
ArrayList<String>();|||10|||167|||46|||7
sc.nextInt();|||132|||168|||37|||7
scanner.nextInt();|||25|||169|||44|||7
scanner.nextInt();|||27|||171|||39|||7
scan.nextInt();|||36|||173|||46|||7
y=sc.nextInt();|||1|||178|||23|||7
z=sc.nextInt();|||1|||178|||31|||7
scan.nextInt();|||44|||180|||58|||7
s.nextInt();|||14|||185|||44|||7
scan.nextInt();|||45|||187|||32|||7
br.readLine();|||43|||191|||31|||7
scan.nextInt();|||47|||192|||54|||7
sc.nextInt();|||142|||194|||42|||7
sc.nextInt();|||144|||196|||38|||7
sc.close();|||7|||196|||41|||7
StringBuilder();|||6|||197|||35|||7
scan.nextInt();|||49|||200|||50|||7
sc.nextInt();|||148|||205|||46|||7
scan.nextInt();|||50|||208|||33|||7
scanner.nextInt();|||35|||210|||42|||7
sc.nextInt();|||153|||216|||44|||7
sc.nextInt();|||154|||218|||54|||7
scanner.nextInt();|||39|||222|||54|||7
StringBuilder();|||7|||223|||33|||7
c=sc.nextInt();|||1|||224|||22|||7
in.nextInt();|||13|||225|||36|||7
sc.nextInt();|||158|||227|||34|||7
ArrayList<>();|||6|||228|||41|||7
reader.readLine();|||4|||234|||46|||7
cin.nextInt();|||5|||237|||44|||7
solve();|||4|||237|||46|||7
scan.nextInt();|||61|||239|||41|||7
c=scan.nextInt();|||3|||242|||32|||7
scan.nextInt();|||66|||243|||32|||7
sc.close();|||11|||245|||36|||7
StringBuilder();|||9|||247|||24|||7
StringBuilder();|||10|||248|||34|||7
StringBuilder();|||12|||252|||32|||7
sc.nextInt();|||167|||253|||43|||7
scanner.nextInt();|||41|||255|||32|||7
nums[j]=sc.nextInt();|||1|||257|||39|||7
t[i][j]=sc.nextInt();|||2|||258|||21|||7
sc.nextInt();|||172|||260|||32|||7
StringBuilder();|||13|||261|||42|||7
stdin.nextInt();|||6|||262|||53|||7
s.nextInt();|||18|||264|||41|||7
scn.nextInt();|||5|||265|||32|||7
sc.nextInt();|||183|||272|||39|||7
sc.nextInt();|||188|||276|||42|||7
readData();|||1|||277|||25|||7
scanner.nextInt();|||46|||280|||43|||7
scanner.nextInt();|||47|||280|||66|||7
ArrayList<Integer>();|||16|||283|||34|||7
sc.nextInt();|||195|||285|||50|||7
a=sc.nextInt(),b=sc.nextInt(),c=sc.nextInt();|||1|||289|||19|||7
ArrayList<Boolean>();|||2|||291|||36|||7
scanner.nextInt();|||51|||292|||43|||7
int|||3|||0|||19|||8
int|||6|||2|||25|||8
int|||31|||9|||19|||8
int|||51|||14|||19|||8
int|||53|||16|||19|||8
int|||71|||22|||164|||8
int|||73|||23|||8|||8
rightTriangle(int|||1|||23|||12|||8
int|||74|||23|||14|||8
int|||75|||23|||16|||8
int|||88|||27|||19|||8
isRightTriangle(int|||3|||29|||16|||8
int|||91|||29|||18|||8
int|||92|||29|||20|||8
int|||95|||30|||8|||8
square(int|||1|||30|||9|||8
isRTri(int|||1|||32|||10|||8
int|||99|||32|||12|||8
int|||100|||32|||14|||8
int|||107|||36|||11|||8
int|||108|||36|||13|||8
int|||115|||42|||16|||8
int|||134|||48|||18|||8
int|||144|||51|||21|||8
int|||155|||56|||17|||8
int|||156|||56|||21|||8
int|||157|||56|||25|||8
rightA(int|||1|||58|||7|||8
int|||165|||58|||9|||8
int|||166|||58|||11|||8
int|||167|||58|||13|||8
int|||176|||61|||13|||8
int|||177|||61|||15|||8
int|||178|||61|||17|||8
int|||179|||61|||19|||8
int|||196|||65|||19|||8
int|||203|||70|||18|||8
isRight(int|||1|||76|||8|||8
int|||215|||76|||10|||8
int|||216|||76|||12|||8
int|||231|||82|||19|||8
int|||235|||83|||23|||8
int|||240|||85|||18|||8
int|||241|||85|||20|||8
int|||242|||85|||22|||8
int|||245|||87|||13|||8
int|||246|||87|||18|||8
int|||257|||91|||12|||8
int|||258|||91|||14|||8
int|||259|||91|||16|||8
int|||260|||91|||18|||8
int|||261|||93|||15|||8
int|||272|||96|||20|||8
int|||279|||99|||23|||8
int|||289|||101|||22|||8
cin.nextInt|||1|||101|||28|||8
int|||294|||103|||13|||8
int|||296|||104|||17|||8
int|||298|||105|||21|||8
int|||299|||105|||27|||8
int|||314|||109|||159|||8
int|||347|||121|||13|||8
int|||348|||121|||19|||8
int|||389|||133|||9|||8
int|||396|||136|||18|||8
int|||408|||142|||9|||8
int|||409|||142|||16|||8
int|||410|||142|||23|||8
int|||411|||142|||30|||8
int|||415|||143|||20|||8
int|||427|||148|||15|||8
int|||429|||151|||15|||8
int|||430|||151|||20|||8
int|||433|||152|||22|||8
int|||434|||152|||24|||8
int|||435|||152|||26|||8
int|||440|||154|||17|||8
int|||444|||156|||16|||8
int|||445|||156|||18|||8
int|||446|||156|||20|||8
int|||448|||156|||26|||8
int|||449|||156|||30|||8
int|||463|||162|||18|||8
int|||493|||170|||17|||8
int|||494|||171|||14|||8
int|||514|||180|||27|||8
int|||527|||185|||15|||8
int|||564|||196|||13|||8
int|||578|||202|||19|||8
int|||647|||222|||7|||8
int|||648|||222|||12|||8
int|||649|||222|||17|||8
int|||655|||224|||12|||8
int|||666|||227|||26|||8
isTriangle(int|||6|||231|||11|||8
a,int|||3|||231|||12|||8
b,int|||3|||231|||13|||8
int|||682|||232|||9|||8
int|||683|||232|||14|||8
int|||684|||232|||19|||8
int|||685|||232|||24|||8
int|||686|||233|||10|||8
int|||703|||241|||16|||8
int|||704|||241|||25|||8
int|||731|||252|||22|||8
int|||734|||254|||31|||8
int|||745|||259|||19|||8
int|||746|||259|||21|||8
int|||782|||272|||10|||8
int|||785|||273|||21|||8
int|||794|||275|||25|||8
int|||802|||277|||21|||8
int|||808|||279|||30|||8
isRightTriangle(int|||9|||280|||10|||8
int|||810|||280|||12|||8
int|||811|||280|||14|||8
int|||824|||285|||25|||8
int|||843|||291|||23|||8
int|||845|||292|||17|||8
int|||846|||292|||19|||8
}|||15|||2|||85|||9
}|||30|||5|||78|||9
}|||53|||10|||49|||9
}|||70|||13|||93|||9
}|||81|||15|||85|||9
}|||85|||15|||102|||9
}|||99|||17|||43|||9
}|||106|||18|||52|||9
}|||107|||18|||57|||9
}|||116|||19|||58|||9
}|||127|||22|||89|||9
}|||141|||24|||61|||9
}|||147|||25|||82|||9
}|||170|||29|||65|||9
}|||195|||34|||79|||9
}|||210|||36|||98|||9
}|||228|||40|||71|||9
}|||233|||41|||64|||9
}|||238|||42|||92|||9
}|||263|||46|||57|||9
}|||295|||54|||76|||9
}|||298|||54|||108|||9
}|||305|||55|||85|||9
}|||329|||59|||57|||9
}|||350|||63|||93|||9
}|||351|||63|||112|||9
}|||357|||64|||87|||9
}|||391|||71|||55|||9
}|||404|||73|||81|||9
}|||407|||73|||96|||9
}|||423|||75|||58|||9
}|||474|||84|||30|||9
}|||490|||86|||79|||9
}|||506|||88|||51|||9
}|||516|||90|||67|||9
}|||535|||93|||106|||9
}|||553|||95|||73|||9
}|||570|||98|||86|||9
}|||590|||102|||68|||9
}|||625|||108|||91|||9
}|||628|||108|||105|||9
}|||635|||109|||54|||9
}|||638|||109|||81|||9
}|||667|||113|||80|||9
}|||702|||120|||41|||9
}|||705|||120|||91|||9
}|||742|||125|||115|||9
}|||755|||126|||109|||9
}|||766|||128|||63|||9
}|||783|||131|||73|||9
}|||799|||133|||83|||9
}|||819|||136|||90|||9
}|||828|||138|||91|||9
}|||849|||141|||91|||9
}|||854|||142|||90|||9
}|||941|||158|||68|||9
}|||950|||159|||88|||9
}|||969|||162|||81|||9
}|||984|||164|||114|||9
}|||1030|||169|||57|||9
}|||1053|||173|||88|||9
}|||1100|||181|||50|||9
}|||1114|||184|||43|||9
}|||1157|||192|||91|||9
}|||1160|||192|||113|||9
}|||1195|||198|||76|||9
}|||1238|||204|||93|||9
}|||1241|||204|||118|||9
}|||1256|||206|||71|||9
}|||1258|||206|||108|||9
}|||1268|||207|||57|||9
}|||1272|||207|||112|||9
}|||1291|||210|||55|||9
}|||1300|||211|||84|||9
}|||1335|||216|||69|||9
}|||1349|||218|||106|||9
}|||1361|||220|||65|||9
}|||1363|||220|||74|||9
}|||1364|||220|||83|||9
}|||1377|||221|||96|||9
}|||1386|||222|||67|||9
}|||1394|||223|||84|||9
}|||1406|||225|||86|||9
}|||1407|||225|||110|||9
}|||1420|||226|||52|||9
}|||1427|||227|||58|||9
}|||1437|||228|||68|||9
}|||1439|||228|||96|||9
